Restaurant_id,Name,delivery_reviews_Count,restaurant_address,Latitude,Longtitude
R323,Adiga's,3697,"Majestic, Bangalore",12.97408444,77.57914305
R324,RB Food Point,23100,"BTM, Bangalore",12.9163967,77.6164586
R325,Gowda's Biriyani Corner,20800,"Vijay Nagar, Bangalore",12.96893727,77.54431017
R326,Brik Oven,1005,"Church Street, Bangalore",12.97486037,77.60533679
R327,Shawarma 21,1038,"Rajajinagar, Bangalore",12.99337599,77.56331563
R328,Steve's Fast Food,231,"Old Airport Road, Bangalore",12.956626,77.65533
R329,Sweet Moments,1336,"Kammanahalli, Bangalore",13.01473679,77.63928719
R330,Zaatar,11600,"Old Madras Road, Bangalore",12.99595105,77.66673524
R331,Arogya Ahaara,3387,"JP Nagar, Bangalore",12.91075334,77.58209081
R332,Shawarma Grill House,4279,"Rajajinagar, Bangalore",12.99248314,77.5567925
R333,Main Lassi Shop,8294,"Shivajinagar, Bangalore",12.9874046,77.6038739
R334,Dragon's Kitchen,427,"Jayanagar, Bangalore",12.93017206,77.58167937
R335,Ghee And Turmeric,690,"Cunningham Road, Bangalore",12.988495,77.593707
R336,Shuchi Ruchi,8278,"Malleshwaram, Bangalore",13.00123378,77.57226214
R337,San Tung Chinese,2178,"Malleshwaram, Bangalore",13.00669616,77.56403849
R338,Samosa Singh,444,"Basaveshwara Nagar, Bangalore",12.9906399,77.5428625
R339,Hamza Hotel,3856,"Shivajinagar, Bangalore",12.98604819,77.60495793
R340,The Tasty Planet,810,"Richmond Road, Bangalore",12.95618099,77.62094021
R341,Burger Elite,416,"Rajajinagar, Bangalore",12.99898,77.54979
R342,Priyadarshini Veg,7052,"Yeshwantpur, Bangalore",13.02303522,77.55678445
R343,Sree Udupi Grand,65,"Majestic, Bangalore",12.98481325,77.56810505
R344,Chicken County Restaurant,3174,"Bannerghatta Road, Bangalore",12.93056942,77.60045886
R345,Maharaja Military Canteen,92,"Cunningham Road, Bangalore",12.98504075,77.59636158
R346,Udupi Aatithya,1788,"Basavanagudi, Bangalore",12.95727295,77.57019717
R347,AB's - Absolute Barbecues,146,"Jatti Building, Koramangala 5th Block, Bangalore",12.93471582,77.61584669
R348,Brew Cafe,597,"BTM, Bangalore",12.93102755,77.60703061
R349,Nomad Pizza - Traveller Series,479,"Indiranagar, Bangalore",12.9783554,77.64486725
R350,Punjabi Unplugged,3260,"Koramangala 7th Block, Bangalore",12.93618039,77.61545844
R351,Mr. Shawarma & Miss Grills,1562,"BTM, Bangalore",12.91240501,77.60643147
R352,Louis Burger,1126,"Indiranagar, Bangalore",12.9656047,77.63817853
R353,Delhi Restaurant & Chaat,14300,"RT Nagar, Bangalore",13.03408824,77.59667862
R354,Punjabi Dhaba,3052,"Indiranagar, Bangalore",12.96695045,77.64098134
R355,Cheesecake & Co.,721,"Koramangala 8th Block, Bangalore",12.941437,77.620728
R356,Umpire Chicken County,786,"Richmond Road, Bangalore",12.95657144,77.61971209
R357,Simplee Shawarma,1655,"BTM, Bangalore",12.913717,77.607126
R358,The Ganache Factory,71,"Residency Road, Bangalore",12.96835668,77.6027441
R359,Nammura Upachara,14800,"Basaveshwara Nagar, Bangalore",12.99576148,77.53949828
R360,Dum Biryani Adda,3866,"Jeevan Bhima Nagar, Bangalore",12.96786986,77.65442189
R361,Pizza O' Clock,372,"BTM, Bangalore",12.9230144,77.6070314
R362,Boss Burger,361,"Lavelle Road, Bangalore",12.9717889,77.59833455
R363,Bansuri Sweets,802,"Vijay Nagar, Bangalore",12.96717753,77.54187237
R364,Shanthi Sagar,23500,"JP Nagar, Bangalore",12.91358312,77.58588072
R365,Taste Of Tibet,2292,"Brigade Road, Bangalore",12.9735125,77.6069371
R366,Tango Sandwich King,3471,"Basaveshwara Nagar, Bangalore",12.98794207,77.5379426
R367,Bombay Kulfis,27,"Shanti Nagar, Bangalore",12.960685,77.598163
R368,Udupi Shanthi Sagar,882,"Frazer Town, Bangalore",12.9958649,77.61309314
R369,L. J. Iyengar's Bakery,538,"Basavanagudi, Bangalore",12.93241111,77.56775267
R370,Motis Kitchen,26600,"Thippasandra, Bangalore",12.97254427,77.65337247
R371,SLV Corner Restaurant,12000,"153 Biere Street, Bangalore",12.94830086,77.56875951
R372,Chichaba's Taj,5240,"Frazer Town, Bangalore",13.00035697,77.61733733
R373,Twiststick House,4130,"Basavanagudi, Bangalore",12.94945494,77.57461812
R374,Milano Ice Cream,2197,"Indiranagar, Bangalore",12.97901323,77.64401827
R375,Kanti Bakes & Flakes,510,"RT Nagar, Bangalore",13.02514342,77.60357458
R376,Amul Ice Cream Parlour,238,"BTM, Bangalore",12.9138624,77.6095488
R377,Mangalore Kitchen,242,"Jeevan Bhima Nagar, Bangalore",12.9686046,77.6489186
R378,Udupi Kitchen,1533,"Vijay Nagar, Bangalore",12.971652,77.53774412
R379,G 's Chinese Dragon,1530,"Seshadripuram, Bangalore",12.98929264,77.57598303
R380,Rang De Basanti Dhaba,1285,"Domlur, Bangalore",12.9655037,77.63804164
R381,Bombay Kulfi,1567,"Shanti Nagar, Bangalore",12.95716546,77.58711789
R382,Tibb's Frankie - Serving Rolls Since 1969,316,"Shivajinagar, Bangalore",12.97997931,77.6072978
R383,ITC Sunfeast Baked Creations,226,"Koramangala 7th Block, Bangalore",12.93506187,77.61325534
R384,Mangalore Lunch Home,3652,"Basaveshwara Nagar, Bangalore",12.99831258,77.54639793
R385,Donne Biriyani Mane,18300,"Indiranagar, Bangalore",12.98009987,77.64629815
R386,Marwadi Chaat & Tiffin Services,7996,"Shanti Nagar, Bangalore",12.96048903,77.59820078
R387,Lavonne,462,"St. Marks Road, Bangalore",12.9694169,77.60047294
R388,Halli Mane Donne Biriyani,14100,"Rajajinagar, Bangalore",13.00089567,77.55306657
R389,Big Bang Pizza,1063,"Frazer Town, Bangalore",12.9948082,77.61502594
R390,Protein Chef,108,"Indiranagar, Bangalore",12.9682299,77.64013841
R391,Simply Chats,559,"Basaveshwara Nagar, Bangalore",12.9998431,77.539967
R392,Burger It Up,18,"Vasanth Nagar, Bangalore",12.99223224,77.59426095
R393,Hungry Bird,7837,"BTM, Bangalore",12.92194864,77.61653602
R394,Mallu Family Restaurant,2653,"BTM, Bangalore",12.92391817,77.61085778
R395,Puneri Katta,2498,"BTM, Bangalore",12.91363475,77.60827314
R396,Empire Juices and Desserts,178,"Shivajinagar, Bangalore",12.97977642,77.60273036
R397,TKS Iyengars,5857,"Basaveshwara Nagar, Bangalore",12.9916785,77.53686905
R398,Al Zara Mandi Arabian Restaurant,1966,"Frazer Town, Bangalore",13.00073984,77.61436176
R399,C. K. Mega Hot Food,16200,"BTM, Bangalore",12.91443279,77.61011012
R400,Kwality Walls Frozen Dessert And Ice Cream Shop,62,"Jayanagar, Bangalore",12.92800148,77.57323544
R401,Kabab Manor,8198,"RT Nagar, Bangalore",13.02711736,77.59337649
R402,Orange Bake And Juice,226,"BTM, Bangalore",12.92123265,77.61525225
R403,Singh Da Punjabi Dhaba,1941,"Koramangala 7th Block, Bangalore",12.936308,77.615532
R404,Kwality Wall’s Frozen Dessert and Ice Cream Shop,1303,"Nagawara, Bangalore",13.021859,77.61765022
R405,Eat N Drink,707,"BTM, Bangalore",12.93095011,77.60673791
R406,Burger Seigneur,1524,"1 Sobha, Bangalore",12.97504236,77.60257144
R407,SLAY Coffee,1511,"Indiranagar, Bangalore",12.978123,77.638278
R408,Udupi Upachar,7800,"Banashankari, Bangalore",12.920783,77.5694282
R409,Le Arabia,488,"Koramangala 5th Block, Bangalore",12.933545,77.6227283
R410,Bangalikhana,3201,"Koramangala 7th Block, Bangalore",12.93616438,77.61469871
R411,Sukh Sagar,866,"Majestic, Bangalore",12.97675009,77.57793535
R412,Udupi Food Point,1153,"Banaswadi, Bangalore",13.00590855,77.64952317
R413,The Red Box,3681,"Indiranagar, Bangalore",12.980615,77.646257
R414,New Udupi Upahar,1222,"Jayanagar, Bangalore",12.91910951,77.58361693
R415,Nirula's,32,"Vasanth Nagar, Bangalore",12.99455935,77.59374898
R416,Casino Restaurant,5898,"New BEL Road, Bangalore",13.02887929,77.5710528
R417,KC Das,1010,"St. Marks Road, Bangalore",12.97591599,77.60167055
R418,Limelight - Royal Orchid Hotel,1462,"Royal Orchid Hotel,  Old Airport Road, Bangalore",12.9572309,77.6436085
R419,Smoky Docky,684,"Sanjay Nagar, Bangalore",13.0281637,77.5726987
R420,Kolkata Famous Kathi Roll,229,"BTM, Bangalore",12.91036,77.6064833
R421,Dawat Durbar,587,"Shivajinagar, Bangalore",12.98576723,77.60515507
R422,Spicy Corner,1928,"Jeevan Bhima Nagar, Bangalore",12.96869843,77.64879495
R423,RS Shiv Sagar,744,"MG Road, Bangalore",12.97449707,77.61002932
R424,Just Cakes,248,"BTM, Bangalore",12.92849635,77.60940503
R425,Kekou,850,"HBR Layout, Bangalore",13.02607927,77.62646656
R426,Tibetan Mother's Kitchen,6631,"Koramangala 7th Block, Bangalore",12.93484816,77.61272427
R427,Itminaan Matka Biryani - Slow Cooked,16,"Shanti Nagar, Bangalore",12.961168,77.598239
R428,Mainland China,498,"Koramangala 7th Block, Bangalore",12.935099,77.613337
R429,No.10 Fort Cochin,2668,"St. Marks Road, Bangalore",12.970767,77.600686
R430,Aligarh House- Mughlai Biryani,237,"Cunningham Road, Bangalore",12.986283,77.594839
R431,Rumi,1634,"Indiranagar, Bangalore",12.97041079,77.64336616
R432,Chaitra Restaurant,4805,"Kalyan Nagar, Bangalore",13.01309498,77.64244784
R433,Lassi Shop,3300,"Banashankari, Bangalore",12.926287,77.56101966
R434,Malabar Bay,9474,"BTM, Bangalore",12.93545203,77.60767836
R435,Punjabi Dhaba,819,"Majestic, Bangalore",12.97912366,77.57687889
R436,Hotel Aasare,2611,"Yeshwantpur, Bangalore",13.01908399,77.55087353
R437,Shiv Sagar,307,"Banaswadi, Bangalore",13.00214294,77.63314325
R438,BigBites,6,"Seshadripuram, Bangalore",12.98681,77.579384
R439,Kolkata Famous Kati Roll,2251,"Basaveshwara Nagar, Bangalore",12.98539217,77.54512891
R440,Bangarpete Chats,455,"Basaveshwara Nagar, Bangalore",13.00664553,77.5411626
R441,Boba Tree,501,"Indiranagar, Bangalore",12.97895801,77.64090255
R442,Nagarjuna Chimney,2193,"Jayanagar, Bangalore",12.93286467,77.58416075
R443,Akram Hotel,421,"Kumaraswamy Layout, Bangalore",12.91700661,77.56827336
R444,Vinny's,3303,"Banashankari, Bangalore",12.92437468,77.56477509
R445,Click & Orders,307,"Koramangala 2nd Block, Bangalore",12.924244,77.61749
R446,Ghee Tadka Khichdi,38,"Seshadripuram, Bangalore",12.98681,77.579384
R447,Hotel Sanman,2417,"Basavanagudi, Bangalore",12.93726722,77.58007608
R448,Ambur Dum Biryani,2225,"Indiranagar, Bangalore",12.982043,77.639148
R449,Iyengars Bakery,619,"Vijay Nagar, Bangalore",12.96464212,77.53167026
R450,Royal Treat,5955,"Koramangala 5th Block, Bangalore",12.93352965,77.61575952
R451,Karama Restaurant,15600,"Frazer Town, Bangalore",12.99971438,77.61597678
R452,Khaomomo,398,"Domlur, Bangalore",12.9610945,77.63510562
R453,Lakeview Milkbar,1029,"MG Road, Bangalore",12.97589312,77.6037962
R454,Rolls & Bowls Company,41,"Hosur Road, Bangalore",12.93520923,77.60948238
R455,Carols Pastries & Bakers,490,"Vasanth Nagar, Bangalore",12.99260533,77.59205583
R456,1522 - The Pub,208,"Residency Road, Bangalore",12.97306539,77.60894537
R457,Savji's Roll 'N' Biryani,15600,"Vijay Nagar, Bangalore",12.97159548,77.54694175
R458,Lassi Shop,2019,"RT Nagar, Bangalore",13.02643107,77.60401681
R459,Ande Ka Funda,2339,"JP Nagar, Bangalore",12.91156808,77.57846475
R460,Shrinidhi Military Hotel,3276,"Basavanagudi, Bangalore",12.93680223,77.5760806
R461,New Agarwal Bhavan,315,"Sanjay Nagar, Bangalore",13.02891157,77.5789331
R462,Bangarpet Chats,448,"BTM, Bangalore",12.91405893,77.61054732
R463,Veena Stores,23900,"Malleshwaram, Bangalore",13.00577494,77.56913267
R464,The Bangalore Creamery,1203,"Indiranagar, Bangalore",12.96015902,77.64534228
R465,7th Heaven,41,"Basaveshwara Nagar, Bangalore",12.98639384,77.54128397
R466,NH8,2425,"Indiranagar, Bangalore",12.97320163,77.6468081
R467,Burnout Cafe,81,"Infantry Road, Bangalore",12.97977577,77.60372043
R468,Tenzin Kitchen,10800,"Koramangala 7th Block, Bangalore",12.9347115,77.6126542
R469,Green Pepper,11900,"Jeevan Bhima Nagar, Bangalore",12.96906284,77.64891746
R470,Thalassery Cafe,282,"Kammanahalli, Bangalore",13.01506738,77.63182964
R471,Roti Sabji.Com,2043,"BTM, Bangalore",12.91405893,77.61082593
R472,The Tea Brewery,5877,"Koramangala 1st Block, Bangalore",12.92930218,77.6347157
R473,Eliza Momos,194,"HBR Layout, Bangalore",13.02598161,77.62664493
R474,SGS Non Veg - Gundu Pulav,3755,"City Market, Bangalore",12.97026,77.572965
R475,Mad On Momos,115,"Banashankari, Bangalore",12.93844226,77.55509432
R476,Kunafa World,1225,"Sanjay Nagar, Bangalore",13.02828284,77.57167406
R477,Samovar,4499,"Kammanahalli, Bangalore",13.0180364,77.63616979
R478,Richie Rich,4072,"Race Course Road, Bangalore",12.98683423,77.58000903
R479,Wat-a-Burger! - India ka Burger,76,"Koramangala 5th Block, Bangalore",12.9325925,77.6135078
R480,Cafe Azzure,562,"MG Road, Bangalore",12.97530242,77.60758247
R481,Gullu's Chat,8131,"Seshadripuram, Bangalore",12.99249882,77.57832259
R482,Simpli Namdhari's,43,"Brigade Road, Bangalore",12.97032532,77.60995217
R483,Aramane Donne Biriyani,1949,"Koramangala 8th Block, Bangalore",12.94176085,77.6155654
R484,Thottathil Food House,9958,"BTM, Bangalore",12.92663829,77.61508729
R485,Giani Ice Creams,451,"Koramangala 5th Block, Bangalore",12.93428677,77.61647969
R486,Oh My Shawarma,595,"Koramangala 6th Block, Bangalore",12.93648102,77.62508757
R487,Karavali Family Restaurant,1216,"Brigade Road, Bangalore",12.9729775,77.60928199
R488,Taj Hotel,2023,"Shivajinagar, Bangalore",12.98534251,77.6072016
R489,Sheesh Kebab,2179,"Frazer Town, Bangalore",13.00038506,77.61661381
R490,Church Street Social,1358,"Church Street, Bangalore",12.97546709,77.60255568
R491,No Sugar Please!,1981,"Hosur Road, Bangalore",12.93135727,77.60775581
R492,Art of Delight,1074,"Residency Road, Bangalore",12.97342805,77.60929875
R493,The Sip Shop,1147,"City Market, Bangalore",12.9578493,77.5658143
R494,Say Cheese Cake,2588,"Koramangala 6th Block, Bangalore",12.93709599,77.62468793
R495,Karnataka State Co-Operative Fisheries Federation Mysore,1130,"Jayanagar, Bangalore",12.933177,77.580409
R496,Mizo Kitchen,1206,"Koramangala 5th Block, Bangalore",12.93324797,77.6230159
R497,The Chaat Cult,144,"Basavanagudi, Bangalore",12.949113,77.574284
R498,Prezzed Juicery,253,"Old Airport Road, Bangalore",12.960068,77.643631
R499,OOttupura,3267,"BTM, Bangalore",12.92673306,77.6157897
R500,VFC Food Palace,644,"RT Nagar, Bangalore",13.03256708,77.60875594
R501,The Pastry House,809,"Wilson Garden, Bangalore",12.94796725,77.59711314
R502,Zwarma,21,"Domlur, Bangalore",12.96747,77.636527
R503,Mane Holige,234,"Koramangala 6th Block, Bangalore",12.9370412,77.6247075
R504,Odia Khaiba,1321,"Old Airport Road, Bangalore",12.95953921,77.64593571
R505,Sabari Juice Junction,3997,"Jeevan Bhima Nagar, Bangalore",12.96860956,77.64881104
R506,Awesome Foods,1582,"BTM, Bangalore",12.92081012,77.61334855
R507,The Baklava Company,48,"MG Road, Bangalore",12.97332382,77.62018081
R508,Santhanam Sweets & Savouries,1127,"Commercial Street, Bangalore",12.98382628,77.60872744
R509,Ashirvaad Grand,3881,"BTM, Bangalore",12.92555077,77.60873348
R510,PVR Café,79,"Nexus, Koramangala, Bangalore",12.93422893,77.61117831
R511,Savitha Family Restaurant,21000,"Koramangala 4th Block, Bangalore",12.93554646,77.62855668
R512,Hatti Kaapi,889,"Basavanagudi, Bangalore",12.94766435,77.57976696
R513,Big Chicken,2695,"Kammanahalli, Bangalore",13.0198088,77.636773
R514,Sarangi,51,"Rajajinagar, Bangalore",13.0043889,77.5493712
R515,Starboy Pizza & Shakes,59,"Koramangala 7th Block, Bangalore",12.93634378,77.615929
R516,Mini Samrat Chalukya,1574,"Vasanth Nagar, Bangalore",12.99295685,77.59544715
R517,S M V Snacks Corner,432,"Basavanagudi, Bangalore",12.94900991,77.57438343
R518,Just Bake - Cakes & Confectioners,697,"BTM, Bangalore",12.92406391,77.61482242
